"","id","host_id","host_acceptance_rate","host_listings_count","host_verifications","accommodates","bathrooms","beds","minimum_nights","maximum_nights","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_l30d","first_review","review_scores_rating","instant_bookable","calculated_host_listings_count","reviews_per_month","p_host_acceptance_rate","n_days_since","flag_days_since","flag_reviews_per_month","flag_number_of_reviews","flag_review_scores_rating","f_neighbourhood_cleansed","f_property_type","price_daily","ln_price","accommodates2","ln_review_scores_rating","n_days_since2","n_days_since3","n_accommodates2","d_host_is_superhost","d_host_identity_verified","d_host_has_profile_pic","f_bathroom","f_number_of_reviews","f_minimum_nights","tv","heating","wifi","coffee_maker","AC","refrigerator","microwave","hot_water","long_term_stay"
"7502",588069988857678592,30481970,80,1,"['email', 'phone']",2,1,1,2,8,"1",9,9,9,9,"2022-12-30",6,0,"2022-03-27",4.67,"0",1,0.65,80,278,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",111,4.70953020131233,4,1.54115907168081,77284,21484952,4,"0","1","1","1","1","2",1,0,1,1,0,1,1,1,0
"7503",588108483391261440,42104178,67,1,"['phone']",4,1,1,1,365,"1",0,0,0,0,"2022-12-30",1,0,"2022-04-16",5,"1",1,0.12,67,258,0,0,0,0,"sterbro","Condominium",100,4.60517018598809,16,1.6094379124341,66564,17173512,16,"0","1","1","1","1","1",1,0,1,0,0,0,0,0,1
"7504",585575772021737344,15901352,100,1,"['email', 'phone']",5,1,2,3,1125,"1",1,1,1,1,"2022-12-30",1,0,"2022-07-19",5,"0",1,0.18,100,164,0,0,0,0,"Valby","Condominium",147,4.99043258677874,25,1.6094379124341,26896,4410944,25,"0","1","1","1","1","3",1,0,0,1,0,0,0,1,1
"7505",585730547571611648,64758868,100,1,"['email', 'phone']",3,1,2,3,365,"1",16,46,76,162,"2022-12-30",11,2,"2022-05-12",4.82,"1",1,1.42,100,232,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",139,4.93447393313069,9,1.57277392806251,53824,12487168,9,"1","1","1","1","1","3",0,0,1,0,0,0,0,1,1
"7506",593119178141325312,428338338,66,1,"['phone']",2,1,1,1,7,"1",13,29,48,92,"2022-12-30",16,1,"2022-04-09",4.88,"0",1,1.8,66,265,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",98,4.58496747867057,4,1.58514521986506,70225,18609625,4,"0","1","0","1","1","1",1,0,1,0,0,1,0,1,0
"7507",593140162810005120,427027163,72,1,"['phone']",3,1,3,3,10,"1",5,32,59,258,"2022-12-30",9,1,"2022-04-22",4.78,"0",1,1.07,72,252,0,0,0,0,"sterbro","Condominium",126,4.83628190695148,9,1.56444054650336,63504,16003008,9,"0","1","1","1","1","3",1,1,1,1,0,1,0,0,0
"7508",593310155944867072,80179870,97,1,"['email', 'phone']",2,1,4,4,14,"1",1,1,1,4,"2022-12-30",32,0,"2022-04-03",4.56,"1",1,3.53,97,271,0,0,0,0,"Amager st","Condominium",84,4.43081679884331,4,1.51732262352629,73441,19902511,4,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,0
"7509",593369718566367232,333598931,75,1,"['email', 'phone']",4,1,3,6,365,"1",27,57,87,356,"2022-12-30",1,0,"2022-04-18",5,"0",1,0.12,75,256,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",175,5.16478597392351,16,1.6094379124341,65536,16777216,16,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"7510",588112131772149504,4432841,100,2,"['email', 'phone']",4,1,3,4,365,"1",0,9,9,19,"2022-12-30",10,0,"2022-04-14",5,"1",1,1.15,100,260,0,0,0,0,"Frederiksberg","Condominium",154,5.03695260241363,16,1.6094379124341,67600,17576000,16,"1","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7511",593405878274747776,857936,0,1,"['email', 'phone']",2,1,1,4,20,"1",0,0,0,120,"2022-12-30",0,0,"",4.89,"0",1,1,0,869,1,0,1,1,"Bispebjerg","Condominium",112,4.71849887129509,4,1.58719230348678,755161,656234909,4,"0","1","1","1","0","3",1,0,1,0,0,0,0,1,0
"7512",588151397117042176,8025740,60,1,"['email', 'phone']",2,1,2,2,14,"1",0,0,0,0,"2022-12-30",3,0,"2022-06-05",5,"0",1,0.43,60,208,0,0,0,0,"Frederiksberg","Condominium",112,4.71849887129509,4,1.6094379124341,43264,8998912,4,"0","1","1","1","1","2",1,0,1,0,0,0,0,0,0
"7513",593435399173648896,36968674,54,1,"['email', 'phone']",2,1,1,4,12,"1",2,5,5,9,"2022-12-30",3,1,"2022-05-15",5,"0",1,0.39,54,229,0,0,0,0,"Frederiksberg","Condominium",112,4.71849887129509,4,1.6094379124341,52441,12008989,4,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,0
"7514",585900820890410880,433993685,56,1,"['email', 'phone']",4,1,2,2,365,"1",1,21,32,32,"2022-12-30",5,0,"2022-07-22",3.6,"0",1,0.93,56,161,0,0,0,0,"Vanlse","Condominium",98,4.58496747867057,16,1.28093384546206,25921,4173281,16,"0","1","1","1","1","2",0,0,0,0,0,0,0,0,1
"7515",588189613308783744,7627123,100,1,"['email', 'phone']",4,1,1,5,7,"1",0,0,0,0,"2022-12-30",2,0,"2022-08-02",5,"1",1,0.4,100,150,0,0,0,0,"sterbro","Condominium",140,4.9416424226093,16,1.6094379124341,22500,3375000,16,"0","1","1","1","1","3",1,1,1,0,0,1,1,1,0
"7516",585987114438919168,30551701,100,1,"['email', 'phone']",4,1,2,3,365,"1",0,0,0,0,"2022-12-30",3,2,"2022-04-10",5,"0",1,0.34,100,264,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",161,5.08140436498446,16,1.6094379124341,69696,18399744,16,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7517",593461149137391232,94985596,77,1,"['email', 'phone']",2,1,2,6,28,"1",0,27,40,40,"2022-12-30",9,0,"2022-06-05",4.56,"0",1,1.29,77,208,0,0,0,0,"Frederiksberg","Entire Unit",140,4.9416424226093,4,1.51732262352629,43264,8998912,4,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"7518",593509264892468096,187610263,97,166,"['email', 'phone']",4,1,2,1,1125,"1",14,41,67,71,"2022-12-30",20,1,"2022-04-10",4.5,"0",166,2.26,97,264,0,0,0,0,"Indre By","Entire Unit",253,5.53338948872752,16,1.50407739677627,69696,18399744,16,"0","1","1","1","1","1",0,1,1,1,0,1,0,0,1
"7519",588260177127784320,187610263,97,166,"['email', 'phone']",5,2,3,1,1125,"1",1,1,1,1,"2022-12-30",1,0,"2022-04-19",5,"0",166,0.12,97,255,0,0,0,0,"Indre By","Entire Unit",449,6.10702288774225,25,1.6094379124341,65025,16581375,25,"0","1","1","2","1","1",1,1,1,1,0,1,0,0,1
"7520",593538210606124672,371266510,67,1,"['email', 'phone']",4,1,2,3,365,"1",4,4,4,4,"2022-12-30",0,0,"",4.89,"0",1,1,67,869,1,0,1,1,"Indre By","Condominium",168,5.12396397940326,16,1.58719230348678,755161,656234909,16,"0","1","1","1","0","3",0,0,1,0,0,0,0,0,1
"7521",586069371031665280,2250739,0,1,"['email', 'phone']",2,1,1,5,365,"1",0,0,27,302,"2022-12-30",0,0,"",4.89,"0",1,1,0,869,1,0,1,1,"Frederiksberg","Condominium",133,4.89034912822175,4,1.58719230348678,755161,656234909,4,"0","1","1","1","0","3",1,0,1,1,0,1,1,1,1
"7522",588265622606344704,15436247,57,1,"['email', 'phone']",5,1,1,3,12,"1",13,25,25,25,"2022-12-30",2,0,"2022-09-05",4.5,"0",1,0.51,57,116,0,0,0,0,"Nrrebro","Condominium",134,4.89783979995091,25,1.50407739677627,13456,1560896,25,"0","1","1","1","1","3",1,1,1,1,0,0,0,0,0
"7523",586081538095442432,159677323,80,1,"['email', 'phone']",2,1,1,5,10,"1",0,0,0,0,"2022-12-30",2,0,"2022-06-23",5,"0",1,0.31,80,190,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",125,4.8283137373023,4,1.6094379124341,36100,6859000,4,"0","1","1","1","1","3",1,0,0,1,0,1,1,1,0
"7524",586131174710883840,128792442,75,1,"['email', 'phone']",5,1,4,5,31,"1",23,31,31,180,"2022-12-30",5,0,"2022-07-13",4.6,"0",1,0.88,75,170,0,0,0,0,"Nrrebro","Condominium",262,5.5683445037611,25,1.52605630349505,28900,4913000,25,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,1
"7525",586292460062030720,393536984,79,1,"['email', 'phone']",2,1,1,2,1125,"1",0,0,0,0,"2022-12-30",7,1,"2022-04-24",4.71,"0",1,0.84,79,250,0,0,0,0,"sterbro","Condominium",94,4.54329478227,4,1.54968790802833,62500,15625000,4,"0","1","1","1","1","2",1,0,0,0,0,1,1,1,1
"7526",586634272303222528,15510418,80,1,"['email', 'phone']",2,1,1,3,7,"1",0,0,0,0,"2022-12-30",4,0,"2022-03-28",5,"0",1,0.43,80,277,0,0,0,0,"Amager st","Entire Unit",91,4.51085950651685,4,1.6094379124341,76729,21253933,4,"0","0","1","1","1","3",1,0,1,0,0,1,0,0,0
"7527",593768529002947968,167356414,50,1,"['email', 'phone']",4,1,1,5,180,"1",0,0,0,0,"2022-12-30",7,0,"2022-04-24",4.71,"0",1,0.84,50,250,0,0,0,0,"Frederiksberg","Condominium",126,4.83628190695148,16,1.54968790802833,62500,15625000,16,"0","0","1","1","1","3",1,0,1,1,0,1,0,1,1
"7528",593853850705006976,451910781,33,1,"['phone']",2,1,1,2,14,"1",23,53,83,358,"2022-12-30",0,0,"",4.89,"0",1,1,33,869,1,0,1,1,"Valby","Condominium",237,5.46806014113513,4,1.58719230348678,755161,656234909,4,"0","0","1","1","0","2",1,0,1,0,0,1,1,1,0
"7529",593871822681102208,69745206,100,1,"['email', 'phone']",2,1,1,56,62,"1",0,0,0,66,"2022-12-30",4,0,"2022-05-09",5,"0",1,0.51,100,235,0,0,0,0,"Indre By","Condominium",161,5.08140436498446,4,1.6094379124341,55225,12977875,4,"0","1","1","1","1","3",0,1,1,0,0,1,0,1,1
"7530",593897404527233920,26677239,100,1,"['email', 'phone']",2,1,2,4,7,"1",0,0,0,17,"2022-12-30",9,0,"2022-05-16",5,"0",1,1.18,100,228,0,0,0,0,"Indre By","Condominium",154,5.03695260241363,4,1.6094379124341,51984,11852352,4,"0","1","1","1","1","3",0,1,0,1,0,1,0,1,0
"7531",594038015382458496,5273475,94,1,"['email', 'phone']",3,1,1,3,365,"1",11,11,11,247,"2022-12-30",15,0,"2022-04-23",4.47,"0",1,1.79,94,251,0,0,0,0,"Frederiksberg","Condominium",153,5.03043792139244,9,1.49738840862548,63001,15813251,9,"0","1","1","1","1","3",1,0,1,0,0,1,1,1,1
"7532",594154229950590976,17758211,43,1,"['email', 'phone']",3,1,1,4,365,"1",0,0,0,0,"2022-12-30",4,0,"2022-05-29",4.75,"0",1,0.56,43,215,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",168,5.12396397940326,9,1.55814461804655,46225,9938375,9,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"7533",586662515944732416,95733525,100,1,"['email', 'phone']",2,1,1,7,365,"1",0,0,0,0,"2022-12-30",1,0,"2022-04-22",5,"0",1,0.12,100,252,0,0,0,0,"Indre By","Condominium",151,5.01727983681492,4,1.6094379124341,63504,16003008,4,"0","1","1","1","1","3",1,0,1,1,0,1,1,1,1
"7534",586682826951612160,22331515,77,1,"['email', 'phone']",5,1,2,2,365,"1",28,58,88,357,"2022-12-30",1,0,"2022-04-30",4,"0",1,0.12,77,244,0,0,0,0,"Frederiksberg","Condominium",182,5.2040066870768,25,1.38629436111989,59536,14526784,25,"0","1","1","1","1","2",1,0,1,0,0,0,0,0,1
"7535",586691971613968896,33132334,14,1,"['email', 'phone']",2,1,1,2,14,"1",27,57,87,362,"2022-12-30",1,0,"2022-11-10",5,"0",1,0.59,14,50,0,0,0,0,"Bispebjerg","Condominium",147,4.99043258677874,4,1.6094379124341,2500,125000,4,"0","1","1","1","1","2",1,0,1,0,0,0,0,0,0
"7536",588390488703095808,19575461,100,1,"['email', 'phone']",3,1,3,3,30,"1",1,1,1,1,"2022-12-30",4,0,"2022-05-07",4.75,"0",1,0.5,100,237,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",203,5.31320597904179,9,1.55814461804655,56169,13312053,9,"0","1","1","1","1","3",1,0,1,1,0,1,1,1,1
"7537",586756198751220352,10197008,83,1,"['email', 'phone']",3,1,2,4,30,"1",0,0,0,0,"2022-12-30",4,0,"2022-04-13",5,"0",1,0.46,83,261,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",168,5.12396397940326,9,1.6094379124341,68121,17779581,9,"0","1","1","1","1","3",1,0,1,1,0,0,0,1,1
"7538",586779508110285952,102750765,93,1,"['phone']",2,1,1,2,14,"1",28,58,88,354,"2022-12-30",6,0,"2022-04-17",4.67,"0",1,0.7,93,257,0,0,0,0,"sterbro","Condominium",125,4.8283137373023,4,1.54115907168081,66049,16974593,4,"0","1","1","1","1","2",1,0,1,0,0,0,0,0,0
"7539",586782424581512064,23384859,98,1,"['phone', 'work_email']",5,1,3,3,365,"1",26,56,86,356,"2022-12-30",29,0,"2022-04-04",4.93,"0",1,3.21,98,270,0,0,0,0,"Amager Vest","Condominium",147,4.99043258677874,25,1.5953389880546,72900,19683000,25,"0","1","1","1","1","3",0,0,1,0,0,1,0,0,1
"7540",594154726284108160,339171812,100,1,"['phone']",3,1,2,1,365,"1",0,0,0,0,"2022-12-30",5,0,"2022-04-09",5,"0",1,0.56,100,265,0,0,0,0,"Nrrebro","Condominium",168,5.12396397940326,9,1.6094379124341,70225,18609625,9,"0","1","1","1","1","1",1,0,1,0,0,1,0,0,1
"7542",594581234205365120,72762323,100,1,"['email', 'phone']",2,1,1,5,1125,"1",0,0,0,62,"2022-12-30",2,0,"2022-04-16",5,"0",1,0.23,100,258,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",168,5.12396397940326,4,1.6094379124341,66564,17173512,4,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,1
"7543",588418404418911104,118141845,0,1,"['email', 'phone']",5,2,3,2,15,"1",0,0,0,0,"2022-12-30",0,0,"",4.89,"0",1,1,0,869,1,0,1,1,"sterbro","Condominium",294,5.68357976733868,25,1.58719230348678,755161,656234909,25,"0","1","1","2","0","2",1,0,1,0,0,1,0,0,0
"7544",594611857554778752,400037748,100,1,"['phone']",2,1,1,5,365,"1",0,0,0,0,"2022-12-30",4,0,"2022-07-22",5,"0",1,0.74,100,161,0,0,0,0,"Indre By","Apartment",140,4.9416424226093,4,1.6094379124341,25921,4173281,4,"1","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"7545",586803202600651136,58731387,86,1,"['email', 'phone']",2,1,1,3,8,"1",23,50,51,130,"2022-12-30",8,0,"2022-04-26",4.88,"0",1,0.96,86,248,0,0,0,0,"Frederiksberg","Condominium",144,4.969813299576,4,1.58514521986506,61504,15252992,4,"0","0","1","1","1","3",1,0,1,0,0,1,0,0,0
"7546",586805062034909312,13857932,33,1,"['email', 'phone']",3,1,1,21,90,"1",0,0,0,37,"2022-12-30",0,0,"",4.89,"0",1,1,33,869,1,0,1,1,"sterbro","Condominium",77,4.34380542185368,9,1.58719230348678,755161,656234909,9,"0","0","1","1","0","3",0,0,1,0,0,0,0,1,1
"7547",586810034609652736,48167206,78,1,"['email', 'phone']",2,1,1,2,365,"1",0,0,0,182,"2022-12-30",5,0,"2022-05-16",5,"0",1,0.66,78,228,0,0,0,0,"Bispebjerg","Condominium",133,4.89034912822175,4,1.6094379124341,51984,11852352,4,"0","1","1","1","1","2",1,1,0,0,0,1,1,1,1
"7548",586823869708281600,450442283,59,1,"['email', 'phone']",4,1,2,1,7,"1",0,0,0,158,"2022-12-30",10,0,"2022-03-29",4.8,"0",1,1.08,59,276,0,0,0,0,"Nrrebro","Condominium",280,5.63478960316925,16,1.56861591791385,76176,21024576,16,"0","1","1","1","1","1",1,0,1,0,0,1,1,1,0
"7549",586838229777071616,29590681,97,1,"['email', 'phone']",4,1,2,2,2,"1",0,0,0,1,"2022-12-30",17,0,"2022-04-03",5,"0",1,1.88,97,271,0,0,0,0,"Indre By","Condominium",231,5.44241771052179,16,1.6094379124341,73441,19902511,16,"1","1","1","1","1","2",1,0,0,0,0,1,0,1,0
"7550",586844689963574272,449992707,4,1,"['email', 'phone']",3,1,2,5,7,"1",0,0,0,0,"2022-12-30",0,0,"",4.89,"0",1,1,4,869,1,0,1,1,"sterbro","Condominium",142,4.95582705760126,9,1.58719230348678,755161,656234909,9,"0","1","1","1","0","3",1,0,1,0,0,0,0,0,0
"7551",594616644271853824,94001015,89,1,"['email', 'phone']",4,1,3,1,365,"1",0,0,0,0,"2022-12-30",5,0,"2022-07-14",4.2,"0",1,0.88,89,169,0,0,0,0,"sterbro","Entire Unit",161,5.08140436498446,16,1.43508452528932,28561,4826809,16,"0","0","1","1","1","1",1,1,1,1,0,1,0,1,1
"7552",594709893980862720,115454446,100,1,"['email', 'phone']",3,1,1,2,365,"1",0,8,8,8,"2022-12-30",4,0,"2022-07-30",4.75,"0",1,0.78,100,153,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",210,5.34710753071747,9,1.55814461804655,23409,3581577,9,"0","1","1","1","1","2",1,0,1,0,0,0,0,1,1
"7553",594750876141494272,19457000,50,1,"['email', 'phone']",2,1,1,3,20,"1",6,6,6,6,"2022-12-30",3,0,"2022-05-15",4.33,"0",1,0.39,50,229,0,0,0,0,"Nrrebro","Condominium",101,4.61512051684126,4,1.4655675420144,52441,12008989,4,"0","1","1","1","1","3",1,0,0,0,0,1,0,1,0
"7554",594776240518859392,165581480,50,1,"['email', 'phone']",4,1,1,5,9,"1",2,2,2,2,"2022-12-30",4,0,"2022-06-06",5,"0",1,0.58,50,207,0,0,0,0,"Nrrebro","Condominium",133,4.89034912822175,16,1.6094379124341,42849,8869743,16,"0","1","1","1","1","3",0,1,1,1,0,1,0,1,0
"7555",588443736978885376,439404869,38,2,"['email', 'phone']",2,2,1,5,14,"1",3,13,37,312,"2022-12-30",1,0,"2022-08-17",5,"0",1,0.22,38,135,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",140,4.9416424226093,4,1.6094379124341,18225,2460375,4,"0","1","1","2","1","3",1,0,0,0,0,0,0,0,0
"7556",594798397908003968,24329854,47,1,"['email', 'phone']",4,1,2,2,365,"1",0,0,0,243,"2022-12-30",5,0,"2022-04-24",5,"0",1,0.6,47,250,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",210,5.34710753071747,16,1.6094379124341,62500,15625000,16,"0","0","1","1","1","2",1,1,1,0,0,1,0,0,1
"7557",586855251272253440,3072546,100,1,"['email', 'phone']",3,1,2,2,8,"1",0,0,0,0,"2022-12-30",3,0,"2022-05-30",5,"0",1,0.42,100,214,0,0,0,0,"sterbro","Condominium",194,5.26785815906333,9,1.6094379124341,45796,9800344,9,"0","1","1","1","1","2",1,0,1,1,1,1,0,1,0
"7558",588719193456395136,450871308,33,1,"['phone']",5,1.5,3,1,365,"1",28,58,88,363,"2022-12-30",0,0,"",4.89,"0",1,1,33,869,1,0,1,1,"Valby","Condominium",490,6.19440539110467,25,1.58719230348678,755161,656234909,25,"0","1","0","1","0","1",1,0,1,0,0,0,0,0,1
"7559",597853142917109376,83865634,100,1,"['email', 'phone']",2,1,1,4,6,"1",0,0,0,0,"2022-12-30",4,0,"2022-04-17",5,"0",1,0.47,100,257,0,0,0,0,"Amager st","Condominium",112,4.71849887129509,4,1.6094379124341,66049,16974593,4,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,0
"7560",598183549188135680,69369880,93,1,"['email', 'phone']",3,1,1,3,31,"1",0,0,0,0,"2022-12-30",10,0,"2022-05-09",5,"0",1,1.27,93,235,0,0,0,0,"Amager st","Condominium",126,4.83628190695148,9,1.6094379124341,55225,12977875,9,"1","1","1","1","1","3",1,0,1,0,0,1,0,1,1
"7561",594915153646472448,49832127,13,1,"['email', 'phone']",4,1,2,3,365,"1",0,0,0,0,"2022-12-30",1,0,"2022-06-30",5,"0",1,0.16,13,183,0,0,0,0,"Amager st","Entire Unit",266,5.5834963087817,16,1.6094379124341,33489,6128487,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,1,1
"7562",594976433734494976,452146677,89,1,"['email', 'phone']",6,1,2,2,14,"1",30,60,90,365,"2022-12-30",1,0,"2022-08-28",5,"0",1,0.24,89,124,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",210,5.34710753071747,36,1.6094379124341,15376,1906624,36,"0","1","1","1","1","2",1,0,1,1,0,0,0,0,0
"7563",595277078299104896,176514530,47,1,"['email', 'phone']",2,1,1,2,27,"1",0,27,57,57,"2022-12-30",5,0,"2022-04-18",5,"0",1,0.58,47,256,0,0,0,0,"Indre By","Condominium",210,5.34710753071747,4,1.6094379124341,65536,16777216,4,"0","1","1","1","1","2",1,0,1,1,0,1,0,1,0
"7564",598184037252549888,2248569,100,1,"['email', 'phone']",2,1,1,4,365,"1",0,0,0,0,"2022-12-30",5,0,"2022-05-16",4.8,"0",1,0.66,100,228,0,0,0,0,"Amager st","Entire Unit",91,4.51085950651685,4,1.56861591791385,51984,11852352,4,"0","1","1","1","1","3",1,0,1,0,0,1,0,1,1
"7565",588766053668620160,45224138,72,1,"['email', 'phone']",4,1,1,2,14,"1",20,50,80,170,"2022-12-30",6,0,"2022-05-03",5,"0",1,0.74,72,241,0,0,0,0,"sterbro","Condominium",161,5.08140436498446,16,1.6094379124341,58081,13997521,16,"0","1","1","1","1","2",1,1,1,0,0,0,0,0,0
"7566",598196490264348416,67874113,88,3,"['email', 'phone']",5,1,3,1,365,"1",0,0,0,120,"2022-12-30",1,0,"2022-05-30",5,"1",3,0.14,88,214,0,0,0,0,"Frederiksberg","Condominium",238,5.47227067367148,25,1.6094379124341,45796,9800344,25,"0","0","1","1","1","1",1,0,1,0,0,0,0,0,1
"7567",598204509320868352,10846314,83,1,"['email', 'phone', 'work_email']",3,1,2,2,365,"1",13,43,43,43,"2022-12-30",11,0,"2022-04-22",5,"0",1,1.3,83,252,0,0,0,0,"Nrrebro","Condominium",166,5.11198778835654,9,1.6094379124341,63504,16003008,9,"1","0","1","1","1","2",0,0,1,0,0,1,0,0,1
"7568",588797353355877632,450881703,76,1,"['email', 'phone']",2,1,1,2,365,"1",0,0,0,30,"2022-12-30",7,0,"2022-05-02",4.71,"0",1,0.86,76,242,0,0,0,0,"Nrrebro","Condominium",168,5.12396397940326,4,1.54968790802833,58564,14172488,4,"0","1","1","1","1","2",0,0,0,0,0,1,0,1,1
"7569",598302653539924864,2806999,79,1,"['email', 'phone']",2,1,1,2,5,"1",1,1,1,1,"2022-12-30",11,0,"2022-04-18",4.73,"1",1,1.28,79,256,0,0,0,0,"Bispebjerg","Condominium",104,4.64439089914137,4,1.55392520250384,65536,16777216,4,"0","0","1","1","1","2",0,0,1,1,0,1,0,0,0
"7570",598326412003078144,203102406,50,1,"['email', 'phone']",4,1,1,5,7,"1",0,0,0,0,"2022-12-30",1,0,"2022-07-02",5,"0",1,0.16,50,181,0,0,0,0,"Nrrebro","Condominium",210,5.34710753071747,16,1.6094379124341,32761,5929741,16,"0","1","1","1","1","3",1,0,1,0,0,1,0,0,0
"7571",588828023262481792,138743792,50,1,"['email', 'phone']",2,1,1,2,1125,"1",0,1,1,134,"2022-12-30",12,0,"2022-04-14",4.83,"0",1,1.38,50,260,0,0,0,0,"Valby","Condominium",98,4.58496747867057,4,1.57484646766448,67600,17576000,4,"1","1","1","1","1","2",1,0,1,0,0,0,0,0,1
"7572",588830266029415040,23740699,19,1,"['email', 'phone']",2,1,1,4,30,"1",29,59,89,364,"2022-12-30",0,0,"",4.89,"0",1,1,19,869,1,0,1,1,"sterbro","Condominium",182,5.2040066870768,4,1.58719230348678,755161,656234909,4,"0","1","1","1","0","3",1,0,1,1,0,1,0,0,1
"7573",598421559435497344,402085905,83,1,"['phone']",2,1,1,3,1125,"1",7,7,7,7,"2022-12-30",4,0,"2022-04-13",4.75,"0",1,0.46,83,261,0,0,0,0,"Amager st","Condominium",98,4.58496747867057,4,1.55814461804655,68121,17779581,4,"0","1","1","1","1","3",1,0,0,1,0,1,1,1,1
"7574",595496436575515264,357121742,100,1,"['email', 'phone']",2,1,1,3,14,"1",0,0,0,266,"2022-12-30",14,0,"2022-05-02",4.86,"0",1,1.73,100,242,0,0,0,0,"Indre By","Condominium",179,5.18738580584075,4,1.5810384379124,58564,14172488,4,"1","1","1","1","1","3",1,0,1,1,0,1,0,1,0
"7575",595578200737813888,200333390,90,1,"['email', 'phone']",2,1,1,60,365,"1",0,0,0,131,"2022-12-30",10,0,"2022-04-16",4.6,"0",1,1.16,90,258,0,0,0,0,"sterbro","Condominium",78,4.35670882668959,4,1.52605630349505,66564,17173512,4,"0","1","1","1","1","3",0,0,0,0,0,1,0,1,1
"7576",595675793858495232,17392676,29,1,"['email', 'phone']",5,1,2,3,365,"1",0,0,0,0,"2022-12-30",0,0,"",4.89,"0",1,1,29,869,1,0,1,1,"Frederiksberg","Condominium",196,5.27811465923052,25,1.58719230348678,755161,656234909,25,"0","1","1","1","0","3",1,1,1,0,0,1,0,0,1
"7577",596037333649357824,452342826,87,2,"['email', 'phone', 'work_email']",5,1,3,3,14,"1",0,0,0,0,"2022-12-30",6,0,"2022-07-10",5,"0",2,1.03,87,173,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",147,4.99043258677874,25,1.6094379124341,29929,5177717,25,"0","1","1","1","1","3",0,0,1,0,0,0,0,0,0
"7578",588981536438056576,13440586,94,1,"['email', 'phone']",2,1,1,3,365,"1",0,0,0,0,"2022-12-30",13,0,"2022-04-17",4.92,"0",1,1.51,94,257,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",119,4.77912349311153,4,1.59330853050422,66049,16974593,4,"1","1","1","1","1","3",0,0,1,1,0,1,0,1,1
"7579",596044943426031104,13193693,40,2,"['email', 'phone']",5,1,2,7,1125,"1",0,22,52,90,"2022-12-30",2,0,"2022-05-29",5,"0",1,0.28,40,215,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",280,5.63478960316925,25,1.6094379124341,46225,9938375,25,"0","1","1","1","1","3",1,0,0,1,0,1,1,1,1
"7580",598499294898908672,96390854,86,1,"['email', 'phone']",2,1,1,3,15,"1",0,0,0,1,"2022-12-30",3,0,"2022-05-28",4.67,"0",1,0.41,86,216,0,0,0,0,"Nrrebro","Condominium",104,4.64439089914137,4,1.54115907168081,46656,10077696,4,"0","1","1","1","1","3",0,0,1,1,0,1,1,1,0
"7581",598517528564885376,15727444,97,2,"['email', 'phone']",4,1,2,3,365,"1",0,0,0,11,"2022-12-30",26,1,"2022-04-15",4.88,"0",1,3,97,259,0,0,0,0,"Indre By","Condominium",308,5.73009978297357,16,1.58514521986506,67081,17373979,16,"1","1","1","1","1","3",1,0,1,1,0,0,0,1,1
"7582",589006014594795264,52232225,95,2,"['email', 'phone']",4,1,3,2,6,"1",0,0,0,1,"2022-12-30",19,1,"2022-03-26",5,"0",2,2.04,95,279,0,0,0,0,"Vanlse","Entire Unit",97,4.57471097850338,16,1.6094379124341,77841,21717639,16,"1","1","1","1","1","2",1,0,1,1,0,1,0,1,0
"7583",598527045718596096,13592193,33,1,"['email', 'phone']",2,1,1,5,365,"1",1,1,3,276,"2022-12-30",0,0,"",4.89,"0",1,1,33,869,1,0,1,1,"Amager Vest","Condominium",129,4.85981240436167,4,1.58719230348678,755161,656234909,4,"0","1","1","1","0","3",1,0,0,0,0,0,0,1,1
